用户ID,实验分组,年龄段,性别,设备类型,页面停留时间(秒),是否转化,点击次数
AB06368,A组(对照组),18-24,男,Android,60.959669071933625,0,6
AB06369,A组(对照组),35-44,男,PC,31.234676193287154,0,1
AB06370,B组(实验组),25-34,男,PC,46.45945774004406,0,7
AB06371,A组(对照组),35-44,男,Android,13.551040882053966,0,5
AB06372,B组(实验组),35-44,男,Android,62.27749426407697,0,5
AB06373,A组(对照组),45+,男,Android,6.299332904442042,0,7
AB06374,A组(对照组),45+,男,iOS,2.2204235366494522,0,5
AB06375,A组(对照组),45+,男,Android,32.87873812934657,0,1
AB06376,B组(实验组),45+,男,Android,34.322031593231166,0,4
AB06377,A组(对照组),25-34,男,PC,18.406830874707214,0,5
AB06378,B组(实验组),45+,男,Android,16.344045779847455,0,5
AB06379,B组(实验组),25-34,女,PC,2.0519489531825443,0,12
AB06380,A组(对照组),18-24,男,PC,61.546602929885395,0,8
AB06381,A组(对照组),18-24,男,iOS,86.56236579387391,0,3
AB06382,A组(对照组),35-44,女,PC,12.332920492822318,0,6
AB06383,A组(对照组),45+,男,Android,51.146209542360744,0,7
AB06384,A组(对照组),45+,女,PC,31.591340590788036,0,5
AB06385,B组(实验组),18-24,女,PC,68.55514712212903,0,4
AB06386,B组(实验组),45+,男,iOS,30.298664934843412,0,2
AB06387,B组(实验组),35-44,女,Android,145.23802112369145,0,12
AB06388,B组(实验组),18-24,男,Android,38.92669134051418,0,6
AB06389,B组(实验组),25-34,女,iOS,55.66081995213979,0,8
AB06390,A组(对照组),35-44,女,iOS,31.765281749354305,0,6
AB06391,B组(实验组),25-34,男,Android,35.70019102637238,0,3
AB06392,A组(对照组),18-24,男,Android,6.256938815003981,0,5
AB06393,A组(对照组),45+,男,iOS,179.47688393805768,1,7
AB06394,B组(实验组),35-44,女,Android,26.80105606270303,0,6
AB06395,B组(实验组),45+,女,Android,23.52447691719166,0,10
AB06396,A组(对照组),35-44,女,Android,42.39059356023549,0,5
AB06397,B组(实验组),35-44,男,Android,25.096137479296484,0,6
AB06398,A组(对照组),45+,女,iOS,28.164364544795927,0,5
AB06399,B组(实验组),35-44,女,iOS,24.39734927504276,0,8
AB06400,B组(实验组),18-24,男,Android,232.71333327118086,0,6
AB06401,B组(实验组),35-44,女,PC,155.66174727013097,0,3
AB06402,A组(对照组),45+,男,PC,35.79954566083083,0,5
AB06403,A组(对照组),45+,女,PC,35.78726058227004,0,8
AB06404,A组(对照组),45+,男,iOS,138.12780958861453,0,11
AB06405,B组(实验组),25-34,女,PC,30.40419045738066,0,3
AB06406,B组(实验组),35-44,女,iOS,63.86958496289635,1,7
AB06407,B组(实验组),18-24,男,iOS,19.953433374992184,0,4
AB06408,B组(实验组),45+,男,PC,232.14659453056035,0,4
AB06409,A组(对照组),18-24,女,Android,10.566331068797936,0,1
AB06410,B组(实验组),18-24,男,iOS,15.743918142968205,0,2
AB06411,B组(实验组),18-24,女,Android,9.910516897002308,0,3
AB06412,B组(实验组),35-44,女,iOS,13.888767877009604,0,4
AB06413,B组(实验组),45+,女,Android,176.61754326460473,0,4
AB06414,B组(实验组),18-24,男,iOS,117.70083672918894,0,1
AB06415,B组(实验组),25-34,男,iOS,14.835313393014225,0,3
AB06416,A组(对照组),25-34,男,PC,96.83745708201243,1,4
AB06417,A组(对照组),45+,女,iOS,46.523739739447706,0,2
AB06418,A组(对照组),18-24,女,PC,51.38630211196137,0,4
AB06419,A组(对照组),35-44,女,Android,76.08040116399418,0,1
AB06420,A组(对照组),45+,男,iOS,7.679904712839082,0,8
AB06421,A组(对照组),35-44,女,PC,35.05963243755689,0,4
AB06422,B组(实验组),18-24,男,PC,42.06370273424216,0,5
AB06423,A组(对照组),18-24,男,iOS,13.808784269407022,0,4
AB06424,A组(对照组),18-24,男,Android,131.98203391881182,1,8
AB06425,A组(对照组),35-44,女,Android,58.723263059722136,0,7
AB06426,A组(对照组),18-24,男,PC,48.949749137235216,1,5
AB06427,B组(实验组),35-44,女,Android,53.39692593886106,1,4
AB06428,B组(实验组),45+,女,iOS,3.2692478167344374,0,5
AB06429,B组(实验组),25-34,男,PC,46.972738946431384,0,10
AB06430,B组(实验组),35-44,男,PC,77.3671124057503,0,3
AB06431,B组(实验组),35-44,女,iOS,33.637014210554405,1,2
AB06432,B组(实验组),35-44,女,iOS,228.2197069369625,0,6
AB06433,B组(实验组),35-44,男,iOS,85.94585032933927,0,1
AB06434,B组(实验组),25-34,男,Android,20.132094795579004,0,6
AB06435,B组(实验组),35-44,男,Android,94.79799475959562,1,7
AB06436,A组(对照组),35-44,女,iOS,25.245870174087354,0,5
AB06437,B组(实验组),18-24,女,iOS,38.67309263413546,0,6
AB06438,A组(对照组),25-34,男,Android,164.36710760915255,0,7
AB06439,A组(对照组),25-34,女,Android,40.664032570381266,0,6
AB06440,A组(对照组),25-34,女,iOS,49.01569985477441,0,6
AB06441,A组(对照组),18-24,女,Android,6.148286972578368,0,8
AB06442,A组(对照组),18-24,女,iOS,27.620550378097985,0,2
AB06443,B组(实验组),35-44,女,Android,3.0391668755933825,0,7
AB06444,B组(实验组),18-24,女,Android,178.94786436672095,1,6
AB06445,B组(实验组),35-44,女,iOS,56.27528023715607,0,5
AB06446,B组(实验组),25-34,男,PC,61.38460935200053,0,3
AB06447,B组(实验组),45+,女,PC,25.694000114786128,0,6
AB06448,B组(实验组),25-34,女,PC,29.297981227282985,0,3
AB06449,A组(对照组),45+,男,iOS,11.742671195430848,0,4
AB06450,A组(对照组),35-44,男,PC,15.581009995252796,0,7
AB06451,A组(对照组),25-34,男,iOS,25.56779944386871,0,4
AB06452,A组(对照组),45+,女,PC,32.46869879417026,0,3
AB06453,B组(实验组),45+,男,iOS,24.832603804734024,0,7
AB06454,B组(实验组),45+,男,Android,16.61330301221639,0,5
AB06455,A组(对照组),45+,女,PC,5.246930351915764,0,5
AB06456,A组(对照组),35-44,男,iOS,85.39726685088152,0,2
AB06457,B组(实验组),25-34,男,PC,0.7123244069352701,0,1
AB06458,B组(实验组),35-44,男,iOS,10.859681526598951,0,3
AB06459,A组(对照组),25-34,男,PC,5.887714426776266,0,3
AB06460,B组(实验组),35-44,男,Android,31.98449705133965,0,3
AB06461,A组(对照组),25-34,女,Android,236.11002608960874,0,3
AB06462,A组(对照组),35-44,男,iOS,64.73809808972875,0,6
AB06463,A组(对照组),25-34,男,iOS,235.05699376413187,0,9
AB06464,B组(实验组),35-44,男,PC,5.421147232770332,0,6
AB06465,A组(对照组),45+,男,Android,31.835567903907698,0,2
AB06466,A组(对照组),18-24,男,Android,46.78603086232374,1,3
AB06467,B组(实验组),25-34,女,iOS,13.742972639688515,0,6
AB06468,B组(实验组),18-24,男,PC,32.886792907296176,1,5
AB06469,B组(实验组),25-34,男,Android,58.75896534338132,0,8
AB06470,B组(实验组),35-44,男,PC,12.429184937414593,0,2
AB06471,B组(实验组),35-44,男,PC,162.79225766611353,0,2
AB06472,B组(实验组),18-24,男,iOS,31.424174603927927,0,7
AB06473,B组(实验组),18-24,男,Android,57.87992299441482,0,4
AB06474,A组(对照组),18-24,男,iOS,37.118800583696704,0,7
AB06475,A组(对照组),35-44,男,iOS,5.438137359645528,0,3
AB06476,A组(对照组),25-34,男,iOS,1.608290919975282,0,8
AB06477,A组(对照组),45+,男,Android,24.959444860496337,0,6
AB06478,B组(实验组),18-24,女,Android,6.8081395257441,0,9
AB06479,B组(实验组),35-44,女,iOS,4.960326306912127,0,5
AB06480,B组(实验组),25-34,男,iOS,186.13659066627568,0,5
AB06481,A组(对照组),35-44,男,Android,3.567349338627459,0,3
AB06482,B组(实验组),25-34,男,Android,47.60063774205632,0,11
AB06483,B组(实验组),35-44,女,Android,45.70224587345127,0,7
AB06484,B组(实验组),18-24,男,PC,11.266287243265484,0,5
AB06485,A组(对照组),35-44,女,PC,32.60658572035249,0,7
AB06486,A组(对照组),35-44,男,iOS,20.701920505280537,0,8
AB06487,B组(实验组),25-34,女,Android,3.917348802639629,0,3
AB06488,B组(实验组),25-34,男,Android,5.928607929516404,0,6
AB06489,B组(实验组),25-34,男,PC,26.015622411058008,0,7
AB06490,A组(对照组),35-44,女,iOS,159.67630763058466,0,1
AB06491,B组(实验组),35-44,女,Android,113.43442769706077,0,5
AB06492,A组(对照组),25-34,女,PC,135.5977486904795,0,9
AB06493,A组(对照组),45+,男,PC,116.16512700698611,0,5
AB06494,B组(实验组),45+,女,PC,47.45356730592394,1,5
AB06495,B组(实验组),18-24,女,PC,38.501801746269294,0,4
AB06496,A组(对照组),18-24,女,PC,124.64508495135345,0,7
AB06497,B组(实验组),35-44,女,iOS,30.977207526744174,0,5
AB06498,A组(对照组),35-44,女,PC,27.43758868307036,1,5
AB06499,A组(对照组),18-24,男,PC,51.02004168883033,1,4
AB06500,B组(实验组),45+,男,PC,4.8713315565924855,0,9
AB06501,B组(实验组),25-34,女,PC,192.3245987619774,1,2
AB06502,A组(对照组),35-44,女,PC,80.60186804688539,0,3
AB06503,B组(实验组),45+,女,PC,121.84195520157026,0,5
AB06504,B组(实验组),18-24,女,PC,0.09730941050459882,0,5
AB06505,B组(实验组),25-34,男,Android,67.48181279421455,0,3
AB06506,A组(对照组),25-34,女,iOS,3.6167183458778505,1,1
AB06507,A组(对照组),35-44,女,iOS,36.26000034478671,1,5
AB06508,A组(对照组),18-24,女,PC,13.63016717964124,0,5
AB06509,B组(实验组),35-44,男,Android,1.8108850884568848,0,5
AB06510,A组(对照组),35-44,男,Android,78.29512280481998,1,4
AB06511,B组(实验组),35-44,男,PC,81.36066477899452,0,6
AB06512,A组(对照组),25-34,男,Android,205.90749828863156,0,4
AB06513,B组(实验组),18-24,男,iOS,60.92803330186606,0,4
AB06514,B组(实验组),45+,女,Android,50.024604911707094,0,7
AB06515,B组(实验组),35-44,男,iOS,22.22094525125786,0,6
AB06516,B组(实验组),35-44,女,iOS,40.54410072909823,1,4
AB06517,B组(实验组),45+,男,PC,48.02097489077955,0,7
AB06518,A组(对照组),25-34,男,iOS,7.003944463966291,0,8
AB06519,A组(对照组),25-34,女,Android,20.26253557177917,0,1
AB06520,B组(实验组),18-24,男,Android,258.6356283596763,0,3
AB06521,A组(对照组),35-44,女,iOS,145.02431957038144,1,6
AB06522,A组(对照组),35-44,女,PC,1.2568210206737513,0,6
AB06523,A组(对照组),45+,女,iOS,51.55541405912175,0,4
AB06524,A组(对照组),25-34,男,Android,47.38911569749927,0,8
AB06525,A组(对照组),25-34,女,PC,176.3240148241817,0,3
AB06526,A组(对照组),25-34,女,Android,90.94585943661305,1,6
AB06527,B组(实验组),45+,男,PC,15.977135002211472,0,7
AB06528,B组(实验组),45+,男,Android,41.252172593119276,0,4
AB06529,A组(对照组),18-24,女,iOS,166.78996791118286,0,7
AB06530,A组(对照组),18-24,男,Android,178.20032647704835,0,5
AB06531,A组(对照组),18-24,女,PC,10.477615730070989,0,4
AB06532,B组(实验组),25-34,男,PC,41.46315753667874,0,2
AB06533,A组(对照组),35-44,男,iOS,0.6089748858251458,0,4
AB06534,B组(实验组),35-44,男,iOS,7.212326949184959,0,7
AB06535,A组(对照组),45+,女,iOS,18.823243011162553,0,2
AB06536,A组(对照组),35-44,女,PC,7.172358391947462,0,2
AB06537,A组(对照组),45+,男,PC,41.13887873782917,0,4
AB06538,B组(实验组),35-44,男,PC,156.61926855242973,1,7
AB06539,B组(实验组),25-34,女,PC,14.174417540310117,0,1
AB06540,A组(对照组),25-34,男,Android,93.46252294076473,0,6
AB06541,B组(实验组),18-24,女,PC,12.893910259021704,0,3
AB06542,B组(实验组),18-24,女,iOS,14.773406103146597,0,9
AB06543,A组(对照组),25-34,女,iOS,98.18479640613502,0,5
AB06544,B组(实验组),35-44,男,iOS,138.23159556951165,0,11
AB06545,A组(对照组),18-24,男,Android,56.98200914848712,0,5
AB06546,A组(对照组),25-34,男,PC,7.466044158127637,1,5
AB06547,A组(对照组),45+,男,Android,25.56036480216332,0,8
AB06548,A组(对照组),18-24,男,PC,48.27279701049097,0,5
AB06549,A组(对照组),35-44,女,Android,1.6215913044531511,0,0
AB06550,B组(实验组),35-44,男,Android,596.4755305027871,1,5
AB06551,A组(对照组),45+,女,Android,46.25561093340797,0,9
AB06552,B组(实验组),35-44,男,PC,115.56446973593455,0,3
AB06553,A组(对照组),35-44,男,PC,170.416365587244,0,6
AB06554,B组(实验组),18-24,女,iOS,4.351992773528881,0,7
AB06555,B组(实验组),35-44,男,PC,11.405741515279464,0,4
AB06556,A组(对照组),35-44,男,Android,26.354458240339618,0,8
AB06557,A组(对照组),18-24,男,Android,2.020410748729754,0,4
AB06558,B组(实验组),45+,男,Android,47.37961573178746,0,3
AB06559,A组(对照组),25-34,男,iOS,296.80978680122325,1,9
AB06560,A组(对照组),18-24,男,iOS,48.09556392314239,0,7
AB06561,A组(对照组),25-34,女,iOS,85.06781302030433,0,6
AB06562,B组(实验组),25-34,男,Android,58.664904195820874,0,7
AB06563,B组(实验组),18-24,女,Android,28.705747415438655,1,8
AB06564,A组(对照组),25-34,男,iOS,1.0881238000702405,0,5
AB06565,A组(对照组),35-44,女,PC,110.8599235760365,1,5
AB06566,A组(对照组),35-44,男,PC,19.025809655647265,0,3
AB06567,B组(实验组),25-34,女,iOS,159.9455447169336,0,5
AB06568,A组(对照组),18-24,女,iOS,14.82469821390303,0,6
AB06569,B组(实验组),45+,女,PC,94.07193820160954,0,5
AB06570,A组(对照组),45+,男,Android,33.82093835093186,0,5
AB06571,B组(实验组),25-34,男,PC,52.497880686724685,0,9
AB06572,B组(实验组),45+,男,iOS,75.49715224334335,0,2
AB06573,B组(实验组),45+,女,Android,24.48437853227865,0,5
AB06574,A组(对照组),45+,女,Android,3.147825392864072,0,4
AB06575,B组(实验组),25-34,女,Android,34.6851122039901,0,3
AB06576,A组(对照组),45+,男,iOS,19.186930097506416,0,3
AB06577,B组(实验组),25-34,女,PC,0.13647009462383927,0,3
AB06578,A组(对照组),25-34,男,Android,16.253014978404092,0,8
AB06579,B组(实验组),45+,男,Android,37.999057527401504,0,6
AB06580,B组(实验组),45+,女,PC,108.55697703299532,0,3
AB06581,B组(实验组),45+,男,Android,8.422977434574287,0,1
AB06582,A组(对照组),25-34,男,iOS,64.3448233177125,0,5
AB06583,B组(实验组),35-44,男,iOS,1.9026242061689622,0,7
AB06584,A组(对照组),25-34,男,iOS,185.12667316765183,1,5
AB06585,B组(实验组),25-34,女,Android,85.58420674012453,0,3
AB06586,B组(实验组),25-34,女,PC,42.36265450693457,0,3
AB06587,B组(实验组),25-34,男,Android,125.68124029814813,0,11
AB06588,B组(实验组),18-24,女,iOS,7.510527795844387,0,5
AB06589,A组(对照组),35-44,女,iOS,64.96260389530227,0,6
AB06590,B组(实验组),25-34,男,iOS,121.97062659107344,0,3
AB06591,A组(对照组),35-44,女,Android,50.705740158073866,0,2
AB06592,B组(实验组),45+,女,Android,39.61439661786736,0,4
AB06593,A组(对照组),35-44,女,iOS,31.16477863685128,1,5
AB06594,A组(对照组),25-34,女,Android,19.05089309186951,0,7
AB06595,B组(实验组),18-24,男,iOS,21.179470846667755,0,2
AB06596,B组(实验组),35-44,女,iOS,57.501216805341286,0,1
AB06597,B组(实验组),18-24,男,PC,61.550776267647194,0,2
AB06598,B组(实验组),35-44,女,PC,57.64227939213078,0,6
AB06599,A组(对照组),45+,男,iOS,320.58969075303196,0,5
AB06600,A组(对照组),45+,女,Android,32.06997314770459,0,3
AB06601,A组(对照组),45+,女,Android,71.92400142832354,0,7
AB06602,A组(对照组),35-44,女,iOS,8.936573211140798,1,4
AB06603,B组(实验组),18-24,女,iOS,46.68287315430136,1,1
AB06604,B组(实验组),25-34,女,iOS,0.1262466145676391,1,4
AB06605,A组(对照组),25-34,女,PC,92.75273398653101,0,3
AB06606,A组(对照组),18-24,男,PC,248.34232614294334,1,4
AB06607,B组(实验组),18-24,女,PC,355.54546598132146,0,3
AB06608,A组(对照组),35-44,女,iOS,14.99852193016229,0,8
AB06609,A组(对照组),35-44,男,PC,3.4025168385681894,0,8
AB06610,A组(对照组),35-44,男,iOS,36.197051807694606,0,2
AB06611,A组(对照组),35-44,男,Android,13.46241725062761,0,3
AB06612,B组(实验组),35-44,女,PC,22.424428774236816,0,4
AB06613,A组(对照组),35-44,男,iOS,35.16500492007762,1,7
AB06614,A组(对照组),45+,男,Android,57.56220793341461,0,4
AB06615,A组(对照组),25-34,女,PC,63.63738147545308,0,2
AB06616,A组(对照组),45+,女,iOS,5.44123325690936,0,5
AB06617,A组(对照组),35-44,男,PC,207.19000639648013,0,5
AB06618,B组(实验组),25-34,男,iOS,231.25304482212553,0,3
AB06619,B组(实验组),35-44,女,iOS,6.551868998764681,0,6
AB06620,A组(对照组),45+,男,Android,23.751998045475876,0,4
AB06621,B组(实验组),45+,女,Android,9.758484757141638,1,5
AB06622,B组(实验组),18-24,女,iOS,51.772133775282065,0,8
AB06623,A组(对照组),45+,男,PC,64.63807109286536,0,2
AB06624,B组(实验组),18-24,女,PC,38.36001170585836,0,2
AB06625,B组(实验组),18-24,女,iOS,71.04915223095351,0,5
AB06626,B组(实验组),45+,男,Android,7.825356987627405,0,4
AB06627,A组(对照组),35-44,男,Android,28.207398211531135,1,7
AB06628,B组(实验组),35-44,男,Android,114.45971721512798,0,2
AB06629,B组(实验组),45+,女,Android,30.4382183695145,0,7
AB06630,A组(对照组),25-34,男,PC,95.24157178306803,0,5
AB06631,A组(对照组),25-34,男,PC,36.01314804582162,0,6
AB06632,B组(实验组),35-44,男,PC,23.252603122807773,0,6
AB06633,A组(对照组),18-24,男,Android,55.35004713009583,0,4
AB06634,A组(对照组),25-34,女,Android,75.20680393375422,0,6
AB06635,B组(实验组),45+,女,Android,147.68830997999805,0,5
AB06636,B组(实验组),35-44,男,iOS,103.35356972227802,1,4
AB06637,B组(实验组),18-24,男,iOS,86.92428451265577,0,2
AB06638,B组(实验组),35-44,男,PC,89.75502892281958,1,5
AB06639,B组(实验组),45+,女,PC,58.97968098319789,0,7
AB06640,A组(对照组),18-24,男,iOS,91.71482678428562,0,6
AB06641,B组(实验组),25-34,男,Android,82.88397741858167,0,2
AB06642,B组(实验组),45+,男,PC,136.28859683258548,0,2
AB06643,B组(实验组),35-44,男,Android,134.82788318589166,0,8
AB06644,B组(实验组),45+,男,iOS,69.68789327950074,0,6
AB06645,A组(对照组),45+,女,PC,65.73375024717222,0,9
AB06646,A组(对照组),18-24,男,iOS,9.742020748773582,0,6
AB06647,A组(对照组),25-34,女,PC,3.848633350641195,0,3
AB06648,B组(实验组),18-24,男,Android,153.49787044512618,0,4
AB06649,B组(实验组),18-24,男,PC,81.82946651529866,0,8
AB06650,A组(对照组),25-34,男,PC,27.30539720055137,1,5
AB06651,A组(对照组),25-34,男,Android,23.83083520951237,0,4
AB06652,A组(对照组),35-44,男,PC,82.5664064874442,0,9
AB06653,A组(对照组),25-34,男,Android,25.005184325085274,0,7
AB06654,A组(对照组),18-24,男,Android,9.85219396912402,0,1
AB06655,A组(对照组),45+,男,iOS,11.631976735360908,0,4
AB06656,B组(实验组),25-34,男,PC,68.47369399482214,0,6
AB06657,A组(对照组),25-34,男,PC,57.901185326971344,0,6
AB06658,A组(对照组),35-44,女,iOS,29.872142313288833,0,8
AB06659,A组(对照组),35-44,男,Android,117.09867064839719,1,3
AB06660,A组(对照组),25-34,女,PC,126.27970312245458,0,6
AB06661,A组(对照组),25-34,男,PC,32.35615785446074,0,5
AB06662,A组(对照组),18-24,女,iOS,11.421471520822164,0,2
AB06663,B组(实验组),35-44,男,PC,60.67950705180542,0,5
AB06664,A组(对照组),45+,女,Android,11.95898492687596,0,5
AB06665,A组(对照组),25-34,男,iOS,32.30881385420955,0,10
AB06666,A组(对照组),35-44,男,iOS,27.504842464867245,0,4
AB06667,B组(实验组),25-34,女,Android,39.10073860410038,0,3
AB06668,B组(实验组),18-24,男,PC,224.01016691890936,1,6
AB06669,A组(对照组),35-44,女,Android,56.88229917386955,0,10
AB06670,B组(实验组),35-44,女,PC,82.11487209626173,0,7
AB06671,A组(对照组),45+,男,iOS,71.34766470185833,0,2
AB06672,B组(实验组),25-34,男,PC,99.93624556007693,1,7
AB06673,A组(对照组),45+,女,PC,39.15333593181222,0,8
AB06674,B组(实验组),45+,女,Android,3.7398261676039453,0,7
AB06675,B组(实验组),18-24,男,iOS,95.61268331240069,0,7
AB06676,A组(对照组),35-44,女,Android,19.420226493972795,0,7
AB06677,A组(对照组),35-44,男,PC,7.973174065486784,0,7
AB06678,B组(实验组),35-44,男,iOS,177.92927022232354,0,5
AB06679,B组(实验组),35-44,男,Android,0.6381874420342905,0,5
AB06680,A组(对照组),18-24,男,iOS,72.62942855785253,0,3
AB06681,B组(实验组),25-34,女,iOS,45.80104410759722,0,4
AB06682,A组(对照组),45+,男,PC,21.228721253863128,0,7
AB06683,B组(实验组),18-24,男,Android,10.3681091631292,0,7
